ID	TokenizedText	datetime	sentiment	pre-processed-tweet	pos_cnt	neg_cnt	retweet_cnt
266093	amazon revenues came up a bit short in the holiday quarter , but 2016 was a big year : profit increased 300 % + .	2017-02-02T21:21:02.000Z	1	amazon revenues came up bit short holiday quarter 2016 big year profit increased 300	1	1	10
266111	amazon 's sales increase falls short of analyst expectations , but profit jumps 55 % $amzn	2017-02-02T21:20:37.000Z	-1	amazons sales increase falls short analyst expectations profit jumps 55 amzn	1	1	49
266161	rt @linnaneciara : all amazon , all the time right here on our live blog with @jowens510 and @jbooton $amzn	2017-02-02T21:19:41.000Z	1	rt linnaneciara amazon time right live blog jowens510 jbooton amzn	0	0	1
266165	most active #options : $amzn reports amc , $msft asks for exceptions to travel ban , $amd #earnings beat , $aapl , $fb	2017-02-02T21:19:33.000Z	1	active options amzn reports amc msft asks travel ban amd earnings beat aapl fb	0	0	1
266220	$amzn down 4 percent after-hours , currently third-largest decliner on s & amp ; p 1500 post market .	2017-02-02T21:18:37.000Z	-1	amzn down 4 percent afterhours currently sampp post market	0	0	2
266240	amazon earnings beat expectations , but sales were light @bysamro $amzn	2017-02-02T21:18:10.000Z	1	amazon earnings beat expectations sales light bysamro amzn	0	0	5
266281	$amzn at-the-money 840 weekly straddle $41.35 into the close , a move of 4.9 % . drop is $9 less than the options priced in	2017-02-02T21:17:24.000Z	-1	amzn atthemoney 840 weekly straddle close move 49 drop 9 less options priced	0	1	2
266407	more : revenue from amazon 's cloud services business misses average analyst estimate , shares down $amzn	2017-02-02T21:14:39.000Z	-1	revenue amazons cloud services business misses average analyst estimate shares down amzn	0	1	9
266457	just in : amazon fourth-quarter earnings per share $1.54 vs expected $1.35 $amzn	2017-02-02T21:13:53.000Z	1	amazon fourthquarter earnings per share 154 vs expected 135 amzn	0	0	3
266518	ok rundown of right now : - @travisk leaving trump council - $grpo - $amzn - snap ipo dropped - mike needs coffee	2017-02-02T21:36:01.000Z	-1	ok rundown right leaving trump council 📉 amzn 📉 snap ipo dropped mike needs coffee	0	1	6
266728	#aws sales for q1 $3.5b up from $2.4b a year ago . profit $955m up from $580m a year ago . $amzn	2017-02-02T21:29:52.000Z	1	aws sales q1 up 24b year ago profit up year ago amzn	1	0	2
266734	cholesterol drug makers trading up on $amgn outcomes data : $amgn +2.8 % $mdco +8.4 % $espr +7.2 % $regn flat	2017-02-02T21:29:37.000Z	1	cholesterol drug makers trading up amgn data amgn 28 mdco 84 espr 72 regn flat	0	0	13
266755	rt @reuterstech : just in : amazon fourth-quarter earnings per share $1.54 vs expected $1.35 $amzn	2017-02-02T21:28:55.000Z	1	rt amazon fourthquarter earnings per share 154 vs expected 135 amzn	0	0	3
266870	amazon $amzn down 3.6 % in after hour trade . holiday sales just below expectations . #retail #aubiz	2017-02-02T21:25:54.000Z	-1	amazon amzn down 36 hour trade holiday sales below expectations retail	0	0	0
266883	apple moves closer to iphone assembly in #india $aapl	2017-02-02T21:25:25.000Z	1	apple moves closer iphone assembly india aapl	0	0	0
266958	what 's going on at twitter ? more m & amp ; a talk ? trump assuming government control of it ? #sarcasm but $twtr popped before close . finished up 3 % .	2017-02-02T21:23:38.000Z	1	whats going twitter mampa talk trump assuming government control sarcasm twtr popped close finished up 3	0	0	1
266991	amazon tumbles late on weak holiday sales , q1 outlook ; amgen , visa beat , chipotle misses	2017-02-02T21:23:00.000Z	-1	amazon tumbles late weak holiday sales q1 outlook amgen visa beat chipotle misses	0	3	3
267012	snap attributed slower daily user growth in latest quarter in part to rise of competitors ( aka instagram ) $snap $fb	2017-02-02T22:39:42.000Z	-1	snap daily user growth latest quarter part rise competitors aka instagram snap fb	1	1	3
267091	$gld seller of 10k jan18 140s to buy may17 118s . atm options cheaper than pre-election , but upside tail more expensive . buy gamma sell vega ?	2017-02-02T22:35:00.000Z	1	gld seller 10k buy atm options cheaper upside expensive buy sell	3	1	2
267116	a `` somber recap '' if u want to commiserate a bit . #happens $spx $amzn $googl $aapl	2017-02-02T22:33:42.000Z	-1	recap u want bit happens spx amzn googl aapl	0	0	1
267171	$bac using the steadiness of a mega bank to trade options - * 89 % win rate * 52 % returns *	2017-02-02T22:30:52.000Z	1	bac using mega bank trade options 89 win rate 52 returns	1	0	1
267194	#facebook #instagramstories are focused on making sure it is not ! $fb $snap	2017-02-02T22:29:46.000Z	1	facebook focused making sure not fb snap	0	0	1
267202	wedbush s @michaelpachter commented on @amazon prior to its #earnings release $amzn via @usatoday	2017-02-02T22:29:15.000Z	-1	wedbush’s michaelpachter commented amazon prior earnings release amzn via usatoday	0	0	1
267208	$fb now that earnings are over , this option trade has been a gigantic winner while avoiding risk	2017-02-02T22:28:50.000Z	1	fb earnings option trade gigantic winner avoiding risk	1	1	3
267239	cult of personality ? $snap selling class a shares with no votes in ipo . you really have to trust that evan spiegel is next $fb/zuck to buy .	2017-02-02T22:27:10.000Z	1	snap selling class shares no votes ipo really trust next buy	1	2	5
267314	strong words from brian hamilton of @sageworks on snapchat . `` $snap is twitter 2.0 . '' good growth . bleeding $. huge valuation . big risk . $twtr	2017-02-02T22:22:39.000Z	1	strong words brian hamilton snapchat snap twitter 20 good growth huge valuation big risk twtr	2	1	5
267471	this should feel similar to $fb 's chart , but with a larger btwn us/rest	2017-02-02T22:15:01.000Z	1	feel similar fbs chart larger btwn	0	0	0
268178	rt @igaus : $fb earnings smashes expectations .	2017-02-03T09:25:42.000Z	1	rt fb earnings smashes expectations	0	0	1
268372	the rise and rise of #amazon in one chart ! $amzn	2017-02-03T08:55:58.000Z	1	rise rise amazon one chart amzn	2	0	4
268874	snap s ipo is poised to be the largest us-listed technology debut since alibaba in 2014 via @wsj $snap $baba	2017-02-03T10:11:00.000Z	1	snap’s ipo poised largest technology debut since alibaba 2014 via wsj snap baba	0	0	2
268983	#indices levels to watch : $ftse , $dax and $spx	2017-02-03T09:59:07.000Z	1	indices levels watch ftse dax spx	0	0	1
269449	am recap : $amzn q was fine , 165k jobs on deck , turkey sausage and , yes , the tree is still up . #nfpguesses	2017-02-03T10:57:39.000Z	1	recap amzn q fine jobs deck yes tree still up	0	0	2
269625	rt @cecileva : $tvix , $uvxy heading for record trading this week :	2017-02-03T12:06:30.000Z	1	rt cecileva uvxy heading record trading week	0	0	13
269688	18 $spx companies have revenue exposure of more than 10 % to canada and mexico combined .	2017-02-03T12:01:00.000Z	1	18 spx companies revenue exposure 10 canada mexico combined	0	0	7
269699	10 stocks you should be watching today $amgn $amzn $an $hsy $gpro $psx $v $clx $csc $wy	2017-02-03T12:00:01.000Z	1	10 stocks watching today amgn amzn hsy gpro psx v	0	0	3
269751	article in the wsj says trump to dismantle dodd-frank . that should be good news for the banks that held 50day $fas $jpm $bac $gs	2017-02-03T11:52:57.000Z	1	article wsj says trump doddfrank good news banks held 50day fas jpm bac gs	1	0	7
269811	$spx futs +3 ahead of jobs friday as we spent the week holding above the accelerated trend with key support 2268-2272. pivot resistance 2286	2017-02-03T11:48:19.000Z	1	spx futs 3 ahead jobs friday spent week holding above accelerated trend key support pivot resistance 2286	0	0	2
269823	good morning . mostly green arrows around the world ahead of jobs friday . in europe dax+.27 % cac.+78 % ftse+.51 % . nikkei flattish , $spx futs+3	2017-02-03T11:46:58.000Z	1	good morning mostly green arrows around world ahead jobs friday europe nikkei flattish spx	1	0	2
270046	ralph lauren , citigroup , o'reilly , e*trade : @cnbcfastmoney picks for february 3 $c $etfc $orly $rl	2017-02-03T12:45:00.000Z	1	citigroup cnbcfastmoney picks february 3 c etfc orly rl	0	0	0
270058	@eriiiic about ads , for now , it 's all in on facebook ( + instagram for branding ) . nothing makes more $with your $. $fb results beat them all	2017-02-03T12:44:14.000Z	1	ads facebook instagram nothing makes fb results beat	0	0	0
270103	very smart move by $aapl to assemble #iphone in #india , where only 3 % market share next open stores -- & gt ; +15 % eps	2017-02-03T12:40:47.000Z	1	smart move aapl iphone india 3 market share next open stores gt 15 eps	0	0	0
270463	latest earnings point to a largely strong year for fang stocks , $aapl	2017-02-03T12:18:05.000Z	1	latest earnings point largely strong year fang stocks aapl	1	0	0
270505	this is why investors can expect even more good news about apple $aapl	2017-02-03T13:18:37.000Z	1	investors expect even good news apple aapl	1	0	12
270573	watch these 8 huge put purchases in friday trade $cern $esrx $mjn $nxpi $yelp $pbct $rl $panw	2017-02-03T13:15:00.000Z	1	watch 8 huge put purchases friday trade esrx mjn nxpi yelp rl panw	0	0	0
270716	rt @rickjnewman : some ceos advising trump are job killers , not creators : $ibm $xom $mrk $lmt @yahoofinance	2017-02-03T13:05:43.000Z	-1	rt rickjnewman ceos trump job not ibm xom mrk lmt yahoofinance	0	0	9
270942	confidence in long-term business strategy , profitability & amp ; strong cash flows , $agn declares first q cash dividend	2017-02-03T12:51:45.000Z	1	confidence longterm business strategy profitability amp strong cash flows agn declares first q cash dividend	2	0	12
270994	#amazon recovers after a dip , but are there more record highs to come ? $amzn	2017-02-03T12:48:01.000Z	1	amazon dip record highs come amzn	2	0	1
271072	rt @aaronlucchetti : donald trump 's point person on plans to undo dodd frank was goldman 's no 2 executive during the financial crisis $gs ht	2017-02-03T13:42:17.000Z	-1	rt aaronlucchetti donald trumps point person plans dodd frank goldmans no 2 executive financial crisis gs ht	0	1	1008
271269	snap s employee stock awards appreciated 30 % on average since granted . $twtr 's = 75 % at same time . $fb 's = 450 % .	2017-02-03T13:34:00.000Z	1	snap’s employee stock awards 30 average since granted twtrs 75 time fbs 450	0	0	2
271302	$spy resistance $228.59 then $229.71	2017-02-03T13:32:38.000Z	1	spy resistance 22971	0	0	3
271311	u.s. senate kills sec anti- #corruption disclosure rule for big #energy companies #oil #gas $xom #opec #oott	2017-02-03T13:32:15.000Z	-1	us senate kills sec disclosure rule big energy companies oil gas xom opec oott	0	0	12
271349	25 stocks moving in friday 's pre-market $amgn $amzn $bntc $data $ftnt $mtz $v $cala $deck $feye $gpro $xgti $clvs	2017-02-03T13:30:02.000Z	1	25 stocks moving fridays premarket amgn amzn data v cala deck feye gpro clvs	0	0	0
271421	rt @silviaascarelli : this is why investors can expect even more good news about apple $aapl	2017-02-03T13:24:13.000Z	1	rt silviaascarelli investors expect even good news apple aapl	1	0	12
271559	$aapl exceeds targets in latest #bond sale , raises $10 billion	2017-02-03T14:09:33.000Z	1	aapl targets latest bond sale raises 10 billion	0	0	14
271620	amazon 's soft guidance will provide investors with a better entry point $amzn	2017-02-03T14:07:00.000Z	1	amazons soft guidance provide investors better entry point amzn	1	0	1
271694	rt @jasonraznick : microsoft $msft to move to detroit & amp ; join us in our building . welcome @microsoft !	2017-02-03T14:04:18.000Z	1	rt microsoft msft move detroit amp join us building welcome microsoft	0	0	8
271698	microsoft $msft to move to detroit & amp ; join us in our building . welcome @microsoft !	2017-02-03T14:03:54.000Z	1	microsoft msft move detroit amp join us building welcome microsoft	0	0	8
271757	non-farm friday - 3 more winning futures trades ! $spy $ung $uso $sbux $hog #dodd-frank #jobsreport --	2017-02-03T14:00:30.000Z	1	nonfarm friday 3 winning futures trades spy ung uso sbux hog doddfrank jobsreport	1	0	1008
272199	piper 's chief technical analyst : this market is entering a new era $blue $celg $f $gm $x $spy	2017-02-03T16:15:01.000Z	1	chief technical analyst market entering new era blue celg f gm x spy	0	0	1
272287	rt @ophirgottlieb : $fb now that earnings are over , this option trade has been a gigantic winner while avoiding risk	2017-02-03T16:13:19.000Z	1	rt ophirgottlieb fb earnings option trade gigantic winner avoiding risk	1	1	3
272515	as $fb hits an all-time high , @gportell talks to @divinebizkid about a future that may not be entirely ad-based :	2017-02-03T18:01:11.000Z	1	fb hits alltime high talks future may not entirely	0	0	1
272891	so noted david , but if we discuss a security , @cnbc mandates we disclose long or short positions in same . btw , los	2017-02-03T17:47:10.000Z	-1	david discuss security cnbc long short positions btw	1	2	0
272966	rt @thomasbcn : most $fb revenue #growth since ipo ( 12q2 ) came from mobile ads @statistacharts	2017-02-03T17:44:14.000Z	1	rt fb revenue growth since ipo came mobile ads statistacharts	0	0	9
273195	goldman sachs higher on anticipation of dodd-frank reform $gs	2017-02-03T18:30:01.000Z	1	goldman sachs higher anticipation doddfrank reform gs	0	0	1
273382	oh happy day . lots of all-time highs with stocks surging on jobs and trump deregulation news . $v $usb $adbe $race $dvmt $enr $adsk $mtn	2017-02-03T18:22:19.000Z	1	oh happy day lots alltime highs stocks surging jobs trump deregulation news v usb adbe race dvmt adsk	2	0	1
273434	check out these successful students- proof that you can do anything you set your mind to $fb $twtr	2017-02-03T18:20:18.000Z	1	check successful students proof anything set mind fb twtr	1	0	6
273497	views on @amazon : discounting as a form of 'investment ' ? $amzn	2017-02-03T18:17:58.000Z	1	views amazon form investment amzn	0	0	3
273574	radiohead sang that gravity always wins . i 'd argue that it 's goldman sachs that always wins . $gs up 4 % . nice to have friends in high places .	2017-02-03T19:21:08.000Z	1	always wins id argue goldman sachs always wins gs up 4 nice friends high places	0	1	1
273696	i generally agree with your thrust here but you should note $gs 's current ceo did speak out against the ban	2017-02-03T19:15:00.000Z	-1	generally agree note gss current ceo speak ban	0	0	1
273755	rt @crazyfasteddy : retweeted ophir gottlieb ( @ophirgottlieb ) : $fb $aapl cml tm members , we just sent this massive update get ...	2017-02-03T19:11:59.000Z	1	rt ophirgottlieb fb aapl cml tm members sent massive update get	0	0	2
273964	lots of earnings next week . $has $foxa $gm $dis $mdlz $hum cnn owner $twx $pru $wfm $cvs $ko $via.b $k $yum $twtr $atvi $nwsa $nvda + more .	2017-02-03T19:02:15.000Z	1	lots earnings next week foxa gm dis mdlz hum cnn owner twx pru wfm cvs ko viab k yum twtr atvi nwsa nvda	0	0	3
273993	rt @robwilliamsny : companies that may benefit most from repatriation of overseas cash , according to bofa merrill lynch $aapl $msft $googl $	2017-02-03T19:01:18.000Z	1	rt companies may benefit repatriation overseas cash according bofa merrill lynch aapl msft googl	1	0	12
274009	rt @factset : the earnings growth rate for $spx for q4 is 4.6 % today , above the estimate of 3.1 % on december 31. htt	2017-02-03T19:48:43.000Z	1	rt factset earnings growth rate spx q4 46 today above estimate 31 december 31 htt	0	0	11
274093	look at this thing . they hit expiries from this month to the endofyr . #doddfrank play ? $bac	2017-02-03T19:44:16.000Z	1	look thing hit month doddfrank play bac	0	0	1
274108	the earnings growth rate for $spx for q4 is 4.6 % today , above the estimate of 3.1 % on december 31 .	2017-02-03T19:43:26.000Z	1	earnings growth rate spx q4 46 today above estimate 31 december 31	0	0	11
274130	go , banks , go ! go , banks , go ! $bac $wfc $kbe	2017-02-03T19:42:07.000Z	1	go banks go go banks go bac wfc kbe	0	0	1
274429	maybe $snap should buy $fit $gpro once it goes public . dominate world of wearable action fitness tracker sunglasses drone thingies . #sarcasm	2017-02-03T19:28:04.000Z	-1	maybe snap buy fit gpro goes public dominate world action fitness drone sarcasm	1	0	3
274677	@fuckingtrader hi edward ! check out our estimate for $gild before tuesday !	2017-02-03T20:07:16.000Z	-1	hi check estimate gild tuesday	0	0	0
274690	each one of elon musk s companies stands to win big or get stung with new trump administration $tsla	2017-02-03T20:06:35.000Z	1	one elon companies stands win big get new trump administration tsla	1	0	1
274741	@simplerchartart hello ! check out our estimate for $gild before tuesday !	2017-02-03T20:04:03.000Z	1	hello check estimate gild tuesday	0	0	0
274847	more suspiciously positive action : $ups.. and i like the strength in cloud plays $adbe and $crm	2017-02-03T19:57:56.000Z	1	positive action ups like strength cloud plays adbe crm	2	1	0
274862	$gs chief economist jan hatzius on why he expects 2017 to be a stronger year than 2016 :	2017-02-03T19:57:10.000Z	1	gs chief economist jan hatzius expects 2017 stronger year 2016	1	0	7
274864	watch : $gs chief economist jan hatzius on why a march rate hike has become less likely :	2017-02-03T19:57:00.000Z	-1	watch gs chief economist jan hatzius march rate hike become less likely	0	0	2
274906	tesla gives the california power grid a battery boost : $tsla	2017-02-03T19:54:40.000Z	1	tesla gives california power battery boost tsla	1	0	5
274942	just shy of yet another new high for morgan stanley . $ms is up 110 % from its 52-week low .	2017-02-03T19:52:10.000Z	1	shy yet another new high morgan stanley ms up 110 52week low	0	1	0
275274	shares of nvidia are up over 300 % in the past year : $nvda	2017-02-03T20:27:02.000Z	1	shares nvidia up 300 past year nvda	0	0	3
275278	why trump aide gary cohn hates the bank living-wills test . $gs $wfc via @ryanjtracy	2017-02-03T20:26:35.000Z	-1	trump gary cohn hates bank test gs wfc via	0	0	0
275502	rt @hedgeye : schultz endorsed clinton for president , was vetted to run dol & amp ; considered for vp . plus $sbux drinkers = democrats .	2017-02-03T21:27:25.000Z	1	rt hedgeye schultz president run amp vp plus sbux	0	0	23
275837	rt @cezary : nice pop in $gs stock after gary cohn announces white house efforts to dismantle #doddfrank	2017-02-03T21:12:36.000Z	1	rt nice pop gs stock gary cohn announces white house efforts doddfrank	0	0	6
276201	of the 65 $spx companies issuing eps guidance for q1'17 , 44 have issued negative guidance .	2017-02-04T00:30:29.000Z	-1	65 spx companies issuing eps guidance 44 issued negative guidance	0	1	16
277697	rt @cgrantwsj : but we wo n't know how many since $tsla refuses to update model 3 reservation list after giving incessant updates last spring	2017-02-05T13:57:09.000Z	-1	rt cgrantwsj wont know many since tsla refuses update model 3 list giving updates last spring	0	1	1
277711	but we wo n't know how many since $tsla refuses to update model 3 reservation list after giving incessant updates la	2017-02-05T13:54:38.000Z	-1	wont know many since tsla refuses update model 3 list giving updates la	0	1	1
278417	milk steamer and a 2nd register needed -- that 's a lot ! $sbux	2017-02-05T14:22:49.000Z	1	milk 2nd lot sbux	0	0	2
278743	i hate to say it , but i m not bullish on apple $aapl #aapl #apple	2017-02-05T16:34:55.000Z	-1	hate say i’m not bullish apple aapl aapl apple	0	0	1
278865	facebook vulnerable to expected changes in key visa program $fb	2017-02-05T16:20:01.000Z	-1	facebook vulnerable expected changes key visa program fb	0	1	13
278934	#doddfrank on the chopping block : why were provisions introduced and why are they getting cut ? $spy $xlf $jpm $gs	2017-02-05T16:10:00.000Z	-1	doddfrank chopping block provisions introduced getting cut spy xlf jpm gs	0	1	0
279188	pivot levels for week of 2/6/17 $spy $qqq $iwm $ibb	2017-02-06T07:51:24.000Z	1	pivot levels week spy qqq iwm ibb	0	0	15
279411	forget the app . @starbucks now has a chatbot to help you with your order . $sbux ( via	2017-02-06T07:05:01.000Z	1	forget app starbucks chatbot help order sbux via	0	0	10
280506	hasbro an excellent investment play , and fedex delivers - today 's stocks to watch : $has $fdx	2017-02-06T12:53:03.000Z	1	excellent investment play fedex delivers todays stocks watch fdx	1	0	0
280581	jack ma : `` if trade stops , war starts '' comments while opening new $baba australia office	2017-02-06T12:45:43.000Z	-1	jack trade stops war starts comments opening new baba australia office	0	1	7
280797	5 trade ideas for wells fargo : bonus idea - dragonfly capital $wfc $spy..	2017-02-06T12:30:36.000Z	1	5 trade ideas wells fargo bonus idea dragonfly capital wfc spy	0	0	0
280804	dodd-frank on the chopping block : why were provisions introduced and why are they getting cut ? $bac $c $xlf $gs $spy	2017-02-06T12:30:02.000Z	-1	doddfrank chopping block provisions introduced getting cut bac c xlf gs spy	0	1	0
280943	mps want to fine twitter and facebook up to 2 million if they ca n't police abuse $twtr $fb	2017-02-06T12:18:35.000Z	-1	want fine twitter facebook up million cant police abuse twtr fb	0	1	0
281040	jack ma speaks on trade . `` if trade stops , war starts , '' alibaba ceo jack ma said at the launch of his company 's australia hq . $baba #trade	2017-02-06T13:25:27.000Z	-1	jack trade trade stops war starts alibaba ceo jack said launch companys australia hq baba trade	0	1	2
281282	apple analysts will likely raise their eps targets in a wave of upbeat notes over the next few weeks , says @mktwhulbert $aapl	2017-02-06T13:09:04.000Z	1	apple analysts likely raise eps targets wave upbeat notes next weeks says mktwhulbert aapl	0	0	0
281301	rt @kaylatausche : jack ma : `` if trade stops , war starts '' comments while opening new $baba australia office	2017-02-06T13:08:16.000Z	-1	rt kaylatausche jack trade stops war starts comments opening new baba australia office	0	1	7
281374	we just got some hard numbers on the massive iphone upgrade cycle that 's coming $aapl	2017-02-06T13:04:27.000Z	1	got hard numbers massive iphone upgrade cycle thats coming aapl	0	0	1
281535	jobs figures appear overtly positive , but interpretation is key $spy @tdajjkinahan	2017-02-06T14:00:02.000Z	1	jobs figures appear positive key spy	1	1	0
281692	fastenal $fast reports jan net sales +9.0 % #growthaccelerating	2017-02-06T13:49:22.000Z	1	fast reports jan net sales 90	0	0	2
281717	65 % of all s & amp ; p 500 stocks are trading above their 50-day moving average right now : $spy $voo	2017-02-06T13:48:11.000Z	1	65 sampp 500 stocks trading above 50day moving average right spy voo	0	0	8
281740	the forward 12-month p/e ratio for $spx is 17.1 , above the 10-year average ( 14.4 ) .	2017-02-06T13:45:25.000Z	1	forward 12month pe ratio spx above 10year average 144	0	0	19
281810	rt @leejhsmith : taking meat of the move . $gale in $1.79 out $2.23 for a $1179 profit premarket thanks tim and stt . @timothysykes @stockstot	2017-02-06T13:39:37.000Z	1	rt taking move gale 223 profit premarket thanks tim stt timothysykes	1	0	10
281902	$spx futures off 4 as europe reverses- see if we hold 2285 area-levels & amp ; thoughts	2017-02-06T13:34:10.000Z	-1	spx futures 4 europe see hold 2285 amp thoughts	0	0	1
281964	facebook could stay explosive $fb	2017-02-06T13:31:03.000Z	1	facebook could stay explosive fb	0	0	0
281981	20 stocks moving in monday 's premarket $blue $bntc $cog $gale $nakd $pulm $myos $has $saex $gluu $do $tsn $tif $renn	2017-02-06T13:30:01.000Z	1	20 stocks moving mondays premarket blue cog gale gluu tif	0	0	1
281994	facebook partners with french media to fight #fakenews politico $fb	2017-02-06T13:28:59.000Z	1	facebook partners french media fight fakenews – fb	0	0	0
282378	re : dodd frank rollback , $xlf iv ~15 , higher thn spx iv of 9 , and rv of ~7 . in other words , financials about twice as risky as overall #mkt .	2017-02-06T14:05:43.000Z	-1	dodd frank rollback xlf iv 15 higher spx iv 9 7 words financials twice risky overall mkt	0	1	0
282430	rt @cnnmoneyinvest : refugee from #syria brings @facebook to court over fake news : $fb	2017-02-06T14:02:54.000Z	-1	rt cnnmoneyinvest brings facebook court fake news fb	0	0	5
282640	there are profound risks that signal an explosion of market volatility ahead : $vxx $vixy	2017-02-06T14:46:26.000Z	-1	risks signal market volatility ahead vxx	0	1	4
282732	all of the slow $gld $gdx $slv positioning by wiseguys ... sweepers lookin like g 's .	2017-02-06T14:42:14.000Z	1	slow gld gdx slv positioning wiseguys sweepers lookin like gs	0	1	4
282920	spring is coming and so does the #atm machine we know and love in natural gas $ugaz price is looking ripe	2017-02-06T14:32:47.000Z	1	spring coming atm machine know love natural gas ugaz price looking ripe	1	0	1
282976	rt @cerebrus7 : $stx $wdc both store #data both strong earners , you decide #stocks #philanthropy #investor #investingtrader #investing #bigd	2017-02-06T14:29:14.000Z	1	rt cerebrus7 stx wdc store data strong decide stocks philanthropy investor investing	1	0	3
283013	i think $amzn hits 50day at some point like $googl did post earnings .	2017-02-06T15:13:01.000Z	1	think amzn hits 50day point like googl post earnings	0	0	0
283022	$aapl nice extra move above friday 's high . i added and sold some . but still in . as i use a tier system	2017-02-06T15:12:30.000Z	1	aapl nice extra move above fridays high added sold still use system	0	0	0
283094	as facebook pushes its overseas revenues per user , its profitability should scale meaningfully :	2017-02-06T15:09:04.000Z	1	facebook pushes overseas revenues per user profitability scale	1	0	4
283193	$fast +3.6 %	2017-02-06T15:05:20.000Z	1	fast 36	0	0	0
283551	@riskreversal thinks the @snapchat ipo could help boost $twtr shares here s his trade	2017-02-06T15:33:14.000Z	1	‘riskreversal thinks snapchat ipo could help boost twtr shares – here’s trade	1	0	13
283598	bunch 'o garbage in momo land . stock pickers market thus far . $aapl , $bidu nice early movers	2017-02-06T15:31:24.000Z	1	bunch momo land stock market thus far aapl bidu nice early movers	0	1	1
283634	happy monday ! start your week off right by watching some stocks , obvs : $has $tif $tm $fdx	2017-02-06T15:30:02.000Z	1	happy monday start week right watching stocks tif tm fdx	1	0	0
283677	$amzn breakign support	2017-02-06T15:28:23.000Z	-1	amzn support	0	0	0
283829	$gild raises list price of hiv drugs 4-7 % , per @cowenresearch	2017-02-06T15:21:05.000Z	-1	gild raises list price hiv drugs 47 per	0	0	10
283860	starbucks has become a target of trump-loving conservatives and that 's great news for the brand $sbux	2017-02-06T15:20:01.000Z	1	starbucks become target — thats great news brand sbux	0	0	0
283948	rt @akaarsalan : news publishers who complain about $fb 's fake news echo chamber are themselves the problem .	2017-02-06T15:16:01.000Z	-1	rt news publishers fbs fake news echo problem	0	2	1
284000	rt @canuck2usa : $aapl big momma strong	2017-02-06T16:00:07.000Z	1	rt canuck2usa aapl big strong	1	0	5
284048	can twitter help studios boost box office sales ? - $twtr typo in maus but interesting	2017-02-06T15:57:56.000Z	1	twitter help boost box office sales twtr maus interesting	2	0	1
284095	facebook has one chance to solve fake news - $fb	2017-02-06T15:55:09.000Z	-1	facebook one chance solve fake news fb	0	0	2
284114	$tsla fans hate it : in a surprise upset , nissan 's e-powered note tops japan 's charts	2017-02-06T15:54:23.000Z	-1	tsla fans hate surprise note tops charts	0	1	1
284350	so far so good . we 've seen this before . i 'm long as well . a close above $180 is better $bidu	2017-02-06T15:43:25.000Z	1	far good weve seen im long well close above 180 better bidu	3	0	1
284615	season 2 of stranger things coming not-exactly-soon to netflix . | $nflx	2017-02-06T16:15:46.000Z	-1	season 2 coming netflix nflx	0	0	0
284640	barron 's picks and pans : chipotle , snap , amd and more $amd $intc $nvda $cmg $eat $fb $twtr $vste	2017-02-06T16:15:01.000Z	1	barrons picks chipotle snap amd amd intc nvda cmg eat fb twtr	0	0	0
284653	how this signature could lead to $100 billion in new capital returns for bank investors .	2017-02-06T16:14:24.000Z	1	could lead 100 billion new capital returns bank investors	0	0	4
284688	snap and google have partner on a new cloud storage deal $goog $snap	2017-02-06T16:12:52.000Z	1	snap google partner new cloud storage deal goog snap	0	0	18
284834	rt @assettvus : #marketstoday w/ @mayaichung : $gs economists note causes for economic concern one month into 2017	2017-02-06T16:07:21.000Z	-1	rt w mayaichung gs economists note economic concern one month 2017	0	1	1
284881	a host of tech companies are slamming trump 's immigration order @thestreet @emilystewartm $fb $msft $nflx	2017-02-06T16:05:49.000Z	-1	host tech companies trumps immigration order thestreet emilystewartm fb msft nflx	0	0	0
284913	rt @optionsaction : @riskreversal thinks the @snapchat ipo could help boost $twtr shares here s his trade	2017-02-06T16:04:17.000Z	1	rt optionsaction ‘riskreversal thinks snapchat ipo could help boost twtr shares – here’s trade	1	0	13
284975	50 brilliant motivational quotes these will help you get through the day for sure $fb $twtr	2017-02-06T16:01:22.000Z	1	50 brilliant quotes help get day sure fb twtr	1	0	4
285033	$amd turnaround , pre #earnings $dis excitement , $gm & amp ; $gild @angiemiles w @louiswinthrop bullish on financials $jpm	2017-02-06T16:39:57.000Z	1	amd turnaround pre earnings dis excitement gm amp gild angiemiles w bullish financials jpm	1	0	4
285164	it ain t over till it s over ! momentum monday . discussed : $ko , $vlkay , $nflx , $dis trade demo : $/vx #investools	2017-02-06T16:34:00.000Z	1	till it’s momentum monday discussed ko vlkay nflx dis trade demo investools	0	0	0
285213	rt @canuck2usa : $sina still running higher	2017-02-06T16:32:00.000Z	1	rt canuck2usa sina still running higher	0	0	1
285257	grocery shoppers are increasingly opting for `` green '' items . here 's what it means for the #organic market	2017-02-06T16:30:43.000Z	1	grocery shoppers increasingly green items heres means organic market	0	0	3
285284	regulatory fight could leave financial etfs disappointed $pscf $xlf	2017-02-06T16:30:01.000Z	-1	regulatory fight could leave financial etfs disappointed xlf	0	1	0
285626	back to the basics good to know how to read a stock chart properly $fb $twtr	2017-02-06T17:00:11.000Z	1	back basics good know read stock chart fb twtr	1	0	14
